代码,名称,地区,行业,市场,上市日期,交易日,最新价,涨跌幅,成交额,总市值,流通市值,总市值_亿元,流通市值_亿元,量比,市盈率,市净率
000042,中洲控股,深圳,全国地产,主板,19940921,20260508,10.16,5.7232,145493600.0,6754684372.0,6747281165.999999,67.54684372,67.47281165999999,0.83,,2.9804
001914,招商积余,深圳,房产服务,主板,19940928,20260508,10.57,0.4753,71618389.0,11137818899.0,11137778733.0,111.37818899,111.37778733,0.83,17.0152,1.0165
000045,深纺织Ａ,深圳,元器件,主板,19940815,20260508,12.27,0.7389,100294521.0,6215023087.000001,5607658087.000001,62.15023087000001,56.07658087000001,1.24,90.8381,2.0703
000048,京基智农,深圳,农业综合,主板,19941101,20260508,15.04,0.6693,204234052.0,7975445040.0,7968230352.0,79.7544504,79.68230352,1.0,52.1924,2.1236
000049,德赛电池,深圳,电气设备,主板,19950320,20260508,28.59,-0.9699,417431425.0,10996815687.0,10993851705.0,109.96815687,109.93851705,0.78,37.6255,1.6171
000050,深天马Ａ,深圳,元器件,主板,19950315,20260508,7.77,0.7782,183499296.0,19096699326.0,19096464478.0,190.96699326,190.96464478,0.79,114.0947,0.7056
000055,方大集团,深圳,其他建材,主板,19960415,20260508,3.72,0.2695,33007116.0,3994812124.0,2514178476.0,39.94812124,25.14178476,0.54,,0.7147
000056,*ST皇庭,深圳,其他商业,主板,19960708,20260508,1.69,-0.5882,122289050.0,1998472692.0,1527309122.0,19.98472692,15.27309122,0.65,,
000058,深赛格,深圳,商品城,主板,19961226,20260508,8.22,0.612,50880728.0,10120469524.0,8094557490.0,101.20469524,80.9455749,0.92,145.8391,4.9668
000059,华锦股份,辽宁,石油加工,主板,19970130,20260508,5.2,0.0,155769430.0,8317101192.0,8316947532.0,83.17101192,83.16947532,0.66,,0.8534
000060,中金岭南,深圳,铅锌,主板,19970123,20260508,7.95,-1.6089,3436378637.0,35307321041.0,35306873854.0,353.07321041,353.06873854,1.6,44.0375,1.7676
000061,农产品,深圳,农业综合,主板,19970110,20260508,7.42,0.2703,92526730.0,14728412089.0,13313794951.0,147.28412089,133.13794951,0.69,39.5425,1.704
000062,深圳华强,深圳,元器件,主板,19970130,20260508,35.54,-5.1255,3261794173.0,37171617304.0,37135748737.0,371.71617304,371.35748737,0.76,80.2949,5.4968
000063,中兴通讯,深圳,通信设备,主板,19971118,20260508,38.68,-0.5656,5295615756.0,185027129428.99997,155788389254.0,1850.2712942899998,1557.88389254,1.03,32.9362,2.4088
000065,北方国际,北京,建筑工程,主板,19980605,20260508,13.43,-3.0325,566551434.0,15598168195.0,13093743528.0,155.98168195,130.93743528,1.27,21.565,1.3935
000066,中国长城,深圳,IT设备,主板,19970626,20260508,23.09,-3.7114,15440406337.0,74483700942.0,74477945759.0,744.83700942,744.77945759,1.87,,6.8134
000068,华控赛格,深圳,环境保护,主板,19970611,20260508,3.29,0.6116,36395472.0,3311949117.0,3311949117.0,33.11949117,33.11949117,0.69,,5.6579
000069,华侨城Ａ,深圳,全国地产,主板,19970910,20260508,2.26,1.3453,118594818.0,18165333200.0,15590840025.0,181.653332,155.90840025,0.93,,0.5317
000070,特发信息,深圳,通信设备,主板,20000511,20260508,21.07,4.7737,3327161389.0,18970264093.0,18724463412.0,189.70264093,187.24463412,1.87,,18.9589
000078,ST海王,深圳,医药商业,主板,19981218,20260508,2.73,-4.878,6784596.0,7182966492.0,7166838872.0,71.82966492,71.66838872,0.04,,5.7852
000088,盐田港,深圳,港口,主板,19970728,20260508,4.59,0.4376,147955953.0,23865628558.0,14517645409.0,238.65628558,145.17645409,1.48,16.4871,1.2964
000089,深圳机场,深圳,机场,主板,19980420,20260508,6.98,0.0,64431434.0,14314371173.0,14314118902.0,143.14371173,143.14118902,0.62,27.2548,1.2041
000090,天健集团,深圳,建筑工程,主板,19990721,20260508,3.54,0.2833,57718597.0,6614650836.0,6614247276.0,66.14650836,66.14247276,0.74,29.6038,0.5883
000096,广聚能源,深圳,石油贸易,主板,20000724,20260508,9.52,0.3161,49140752.0,5026560000.0,4863272960.0,50.2656,48.6327296,0.62,43.7887,1.824
000099,中信海直,深圳,空运,主板,20000731,20260508,18.22,0.9418,208125350.0,14134531896.0,14134531896.0,141.34531896,141.34531896,1.44,45.7918,2.5301
000100,TCL科技,广东,元器件,主板,20040130,20260508,4.22,-1.8605,2738014701.0,87779639526.0,80736983659.0,877.79639526,807.36983659,1.2,19.4341,1.4003
000151,中成股份,北京,商贸代理,主板,20000906,20260508,12.08,0.3322,83414120.0,4238947935.0000005,3719851116.0,42.38947935,37.19851116,0.7,11.7888,4.8412
000153,丰原药业,安徽,化学制药,主板,20000920,20260508,6.45,1.0972,68654720.0,2997221617.0,2959701806.0,29.97221617,29.59701806,1.01,30.1483,1.3733
000155,川能动力,四川,新型电力,主板,20000926,20260508,16.68,-3.9171,1473721231.0,30794087945.0,30794087945.0,307.94087945,307.94087945,0.69,61.2824,2.8661
000156,华数传媒,浙江,影视音像,主板,20000906,20260508,7.6,0.2639,97914701.0,14082286558.999998,12919056665.0,140.82286559,129.19056665,1.16,30.1907,0.9277
000157,中联重科,湖南,工程机械,主板,20001012,20260508,7.78,-3.4739,1105788730.0,67285604136.0,55002029488.0,672.85604136,550.02029488,1.25,13.8491,1.1537
000158,常山北明,河北,软件服务,主板,20000724,20260508,17.93,0.9004,618579767.0,28663197808.0,28471254916.0,286.63197808,284.71254916,1.0,856.9871,5.4061
000159,国际实业,新疆,石油贸易,主板,20000926,20260508,6.56,1.391,115290746.0,3153300114.0,3153185314.0,31.53300114,31.53185314,1.12,82.944,1.5297
000301,东方盛虹,江苏,化纤,主板,20000529,20260508,12.85,0.0779,304122074.0,84954314893.0,84914422762.0,849.54314893,849.14422762,0.62,635.1899,2.4458
000400,许继电气,河南,电气设备,主板,19970418,20260508,26.41,0.4947,843644989.0,26901813596.0,26719030250.0,269.01813596,267.1903025,1.24,23.048,2.192
000401,金隅冀东,河北,水泥,主板,19960614,20260508,4.27,0.7075,55917731.0,11350587593.0,11235884291.0,113.50587593,112.35884291,0.55,51.8993,0.4325
000402,金融街,北京,全国地产,主板,19960626,20260508,3.27,-2.3881,591821297.0,9773800796.0,9772898407.0,97.73800796,97.72898407,1.39,,0.4923
000403,派林生物,山西,生物制药,主板,19960628,20260508,11.71,0.2568,96484144.0,11129153390.0,11015408223.000002,111.2915339,110.15408223000001,0.89,26.5443,1.3721
000404,长虹华意,江西,家用电器,主板,19960619,20260508,8.46,0.237,217277886.0,5888125982.0,5860480969.999999,58.88125982,58.60480969999999,0.65,11.9007,1.3333
000407,胜利股份,山东,供气供热,主板,19960703,20260508,4.67,0.8639,83686079.0,4109995344.0,4089868139.0,41.09995344,40.89868139,0.52,26.3842,1.3288
000408,藏格矿业,青海,农药化肥,主板,19960628,20260508,87.7,-1.0493,1567634968.0,137708797837.0,137707350787.0,1377.08797837,1377.07350787,1.29,35.7467,9.0041
000409,云鼎科技,山东,软件服务,主板,19960627,20260508,10.37,1.4677,82804207.0,7028272737.0,6123312692.0,70.28272737,61.23312692,1.34,85.2893,4.281
000410,沈阳机床,辽宁,机床制造,主板,19960718,20260508,6.37,2.2472,215977196.0,16874595067.0,12555386780.999998,168.74595067,125.55386780999999,1.19,,4.04
000411,英特集团,浙江,医药商业,主板,19960716,20260508,10.78,0.0929,34112809.0,6089073794.0,6077073390.0,60.89073794,60.7707339,0.71,12.1481,1.1266
000415,渤海租赁,新疆,多元金融,主板,19960716,20260508,4.81,0.8386,379855792.0,29747547366.0,25939916138.0,297.47547366,259.39916138,0.77,,0.9963
000417,合百集团,安徽,百货,主板,19960812,20260508,7.02,-1.2658,115352677.0,5474787084.0,5468772706.0,54.74787084,54.68772706,0.85,34.1715,1.1491
000419,通程控股,湖南,百货,主板,19960816,20260508,5.83,1.3913,40159395.0,3169086879.0,3169086879.0,31.69086879,31.69086879,0.69,25.7738,0.9274
000420,吉林化纤,吉林,化纤,主板,19960802,20260508,5.49,-1.6129,757927921.0,13499187203.0,13494615680.0,134.99187203,134.9461568,1.04,593.8829,3.0401
000421,南京公用,江苏,供气供热,主板,19960806,20260508,6.31,0.7987,47100461.0,3624563282.0,3623809634.0,36.24563282,36.23809634,0.47,75.3856,1.2861
000422,湖北宜化,湖北,农药化肥,主板,19960815,20260508,16.16,0.4351,815527363.0,17575368946.0,17094964466.0,175.75368946,170.94964466,0.83,21.7359,2.8243
000423,东阿阿胶,山东,中成药,主板,19960729,20260508,53.66,0.4681,307217481.0,34555796376.0,34495346722.0,345.55796376,344.95346722,0.73,19.874,3.2017
000425,徐工机械,江苏,工程机械,主板,19960828,20260508,9.97,-3.8573,1486902510.0,117133699047.0,89821952811.99998,1171.33699047,898.2195281199998,1.07,17.8225,1.8693
000426,兴业银锡,内蒙,铅锌,主板,19960828,20260508,49.75,3.3444,5533776113.0,88337878015.0,88316471834.0,883.37878015,883.16471834,1.52,51.8342,8.1602
000428,华天酒店,湖南,酒店餐饮,主板,19960808,20260508,3.8,1.6043,33634480.0,3871918800.0,3871918800.0,38.719188,38.719188,0.61,,3.033
000429,粤高速Ａ,广东,路桥,主板,19980220,20260508,12.69,1.7642,86301407.0,26532329739.0,16539256507.000002,265.32329739,165.39256507000002,1.01,14.7292,2.3025
000430,ST张家界,湖南,旅游景点,主板,19960829,20260508,7.93,2.0592,44923495.0,6420408500.0,2938512934.0000005,64.204085,29.385129340000006,1.06,,3.533
000488,ST晨鸣,山东,造纸,主板,20001120,20260508,2.51,0.4,34654126.0,7383055061.999999,4252491573.0,73.83055062,42.52491573,0.49,,17.7251
000498,山东路桥,山东,建筑工程,主板,19970609,20260508,5.57,0.5415,93944810.0,8647098938.0,8072863993.000001,86.47098938,80.72863993000001,0.91,3.8825,0.5003
000501,武商集团,湖北,百货,主板,19921120,20260508,8.36,0.1198,47636839.0,6428779231.0,6422325604.0,64.28779231,64.22325604,0.92,35.6298,0.5825
000503,国新健康,山东,软件服务,主板,19921130,20260508,8.04,2.0305,164371618.0,7873189875.0,7872713328.0,78.73189875,78.72713328,1.19,,8.2083
000504,*ST生物,湖南,医疗保健,主板,19921208,20260508,9.46,1.6112,87102249.0,3122018507.0,3113497885.0000005,31.22018507,31.134978850000003,1.5,108.2956,11.2769
000505,京粮控股,海南,食品,主板,19921221,20260508,6.74,2.4316,88123363.0,4899644692.0,4262243465.0,48.99644692,42.62243465,1.13,,1.7066
000506,招金黄金,山东,黄金,主板,19930312,20260508,17.12,2.3923,729950481.0,15904784068.0,15899463172.0,159.04784068,158.99463172,1.46,100.1197,17.8888
000507,珠海港,广东,新型电力,主板,19930326,20260508,5.27,0.381,74866199.0,4847002897.0,4755407978.0,48.47002897,47.55407978,1.26,20.0956,0.8108
000509,华塑控股,四川,元器件,主板,19930507,20260508,4.04,2.799,520281453.0,4335437330.0,4335424224.0,43.3543733,43.35424224,5.06,,35.8563
000510,新金路,四川,化工原料,主板,19930507,20260508,16.44,-1.1425,868443301.0,10662056603.000002,9972674844.0,106.62056603000002,99.72674844,0.99,,10.3383
000513,丽珠集团,广东,化学制药,主板,19931028,20260508,32.03,-0.8666,298631558.0,28439666686.999996,18197517602.0,284.39666687,181.97517602,1.65,14.0564,1.9601
000514,渝开发,重庆,区域地产,主板,19930712,20260508,5.1,0.7905,61486117.0,4303231922.0,4303231922.0,43.03231922,43.03231922,0.67,636.8781,1.1725
000516,国际医学,陕西,医疗保健,主板,19930809,20260508,4.66,0.6479,136908039.0,10433258869.0,10225126316.0,104.33258869,102.25126316,1.24,,3.1908
000517,荣安地产,浙江,区域地产,主板,19930806,20260508,2.06,1.9802,65097011.0,6558880318.999999,5133492017.0,65.58880319,51.33492017,1.0,,1.4123
000518,*ST四环,江苏,生物制药,主板,19930908,20260508,3.1,2.649,59283464.0,3191624288.0,3191560648.0,31.91624288,31.91560648,1.92,,9.8718
000519,中兵红箭,河南,专用机械,主板,19931008,20260508,18.12,1.6265,591250419.0,25233168753.999996,25233168753.999996,252.33168753999996,252.33168753999996,1.25,605.1694,2.4246
000520,凤凰航运,湖北,水运,主板,19931025,20260508,4.18,1.9512,106023146.0,4230508841.9999995,4230508841.9999995,42.30508842,42.30508842,1.41,,10.0459
000521,长虹美菱,安徽,家用电器,主板,19931018,20260508,5.82,1.7483,78119692.0,5994156021.0,5093837552.0,59.94156021,50.93837552,1.79,14.6053,0.9818
000523,红棉股份,广东,食品,主板,19931108,20260508,3.39,0.8929,68928354.0,6222238083.0,4492292922.0,62.22238083,44.92292922,0.57,78.4036,3.1749
000524,岭南控股,广东,旅游服务,主板,19931118,20260508,10.14,1.0967,81465057.0,6795915174.0,6793468807.0,67.95915174,67.93468807,0.88,96.9999,2.9379
000525,红太阳,江苏,农药化肥,主板,19931028,20260508,5.56,1.8315,175729948.0,7245561488.0,6181385628.0,72.45561488,61.81385628,1.21,,2.9182
000526,学大教育,福建,文教休闲,主板,19931101,20260508,35.54,0.9086,106889485.0,4330943814.0,4245589172.9999995,43.30943814,42.45589173,0.69,22.1988,4.161
000528,柳工,广西,工程机械,主板,19931118,20260508,9.73,-1.4184,372249365.0,19818512232.0,19790970504.0,198.18512232,197.90970504,0.83,12.3156,1.0416
000529,广弘控股,广东,食品,主板,19931118,20260508,5.67,0.7105,21400726.0,3310091170.9999995,3231244417.9999995,33.10091171,32.31244417999999,0.74,26.9381,1.0282
000530,冰山冷热,辽宁,机械基件,主板,19931208,20260508,6.08,1.1647,95661282.0,5126732043.0,3648709687.9999995,51.26732043,36.487096879999996,1.09,82.6375,1.6147
000531,穗恒运Ａ,广东,火力发电,主板,19940106,20260508,7.19,-1.6416,175615345.0,7487675577.0,6541070059.0,74.87675577,65.41070059,0.86,24.7529,1.0775
000532,华金资本,广东,多元金融,主板,19940103,20260508,12.79,1.3471,100919594.0,4408819669.0,4394001251.0,44.08819669,43.94001251,1.28,26.9747,2.7176
000533,顺钠股份,广东,电气设备,主板,19940103,20260508,13.44,-3.5176,837029526.0,9284567040.0,9205088256.0,92.8456704,92.05088256,1.07,91.0703,9.4182
000534,万泽股份,广东,生物制药,主板,19940110,20260508,39.4,-7.9869,1236603466.0,20076211530.0,19706325315.0,200.7621153,197.06325315,1.28,101.9001,11.6885
000536,华映科技,福建,元器件,主板,19931126,20260508,4.12,1.4778,178727067.0,11396055148.0,11383899966.0,113.96055148,113.83899966,1.29,,13.566
000537,绿发电力,天津,新型电力,主板,19931210,20260508,10.72,-1.107,709567843.0,22037295877.0,22037295877.0,220.37295877,220.37295877,0.91,27.5222,1.1073
000538,云南白药,云南,中成药,主板,19931215,20260508,52.62,0.038,375449084.0,93887898170.0,93291753929.0,938.8789817,932.91753929,0.66,18.2183,2.3907
000539,粤电力Ａ,广东,火力发电,主板,19931126,20260508,7.09,-2.4759,1252607242.0,37224513461.0,18117693114.0,372.24513461,181.17693114,0.87,62.0468,1.5968
000541,佛山照明,广东,家用电器,主板,19931123,20260508,5.77,1.0508,45923267.0,8861440387.0,7099955122.999999,88.61440387,70.99955123,1.14,41.2456,1.2892
000543,皖能电力,安徽,火力发电,主板,19931220,20260508,8.24,-0.4831,328711267.0,18678953847.0,18678953847.0,186.78953847,186.78953847,1.2,8.6914,1.0639
000544,中原环保,河南,环境保护,主板,19931208,20260508,8.47,0.2367,48496632.0,8255577613.0,8255577613.0,82.55577613,82.55577613,0.7,7.6785,0.8775
000545,金浦钛业,吉林,化工原料,主板,19931215,20260508,3.11,5.0676,307741401.0,3069050929.0,3064603629.0,30.69050929,30.64603629,2.09,,4.9198
000546,金圆股份,吉林,环境保护,主板,19931215,20260508,7.83,4.1223,1255377704.0,6088985891.0,5455201763.000001,60.88985891,54.55201763000001,1.59,,1.5858
000547,航天发展,福建,通信设备,主板,19931130,20260508,27.59,10.008,6484442306.0,44101739541.99999,43843850100.99999,441.0173954199999,438.4385010099999,2.2,,11.6905
000548,湖南投资,湖南,路桥,主板,19931220,20260508,5.32,1.1407,36035370.0,2655828115.0,2655828115.0,26.55828115,26.55828115,0.81,63.1328,1.2836
000550,江铃汽车,江西,汽车整车,主板,19931201,20260508,18.82,-3.0397,141149828.0,16245687480.0,9757476671.0,162.4568748,97.57476671,1.34,13.681,1.3494
000551,创元科技,江苏,专用机械,主板,19940106,20260508,16.99,2.2262,510985644.0,8235614452.0,8232456962.0,82.35614452,82.32456962,0.91,27.9207,2.7046
000552,甘肃能化,甘肃,煤炭开采,主板,19940106,20260508,2.79,0.0,223330920.0,14931563097.000002,10395014074.0,149.31563097000003,103.95014074,0.66,,0.9137
000553,安道麦A,湖北,农药化肥,主板,19931203,20260508,7.11,-3.0014,254749596.0,16564961656.0,15478981643.0,165.64961656,154.78981643,1.33,,0.9246
000554,泰山石油,山东,石油贸易,主板,19931215,20260508,7.94,1.9255,194210892.0,3817498945.0,2879466384.0,38.17498945,28.79466384,0.94,24.6843,3.2071
000555,神州信息,深圳,软件服务,主板,19940408,20260508,14.71,0.5468,334426426.0,14353641968.0,14336830645.0,143.53641968,143.36830645,0.75,254.3694,2.5237
000557,西部创业,宁夏,铁路,主板,19940617,20260508,4.7,0.2132,33038122.000000004,6854361255.0,6852206131.0,68.54361255,68.52206131,0.92,23.4291,1.0729
000558,天府文旅,四川,旅游景点,主板,19940509,20260508,4.19,1.2077,129797223.0,5401848345.999999,5399588508.0,54.01848345999999,53.99588508,0.87,,5.142
000559,万向钱潮,浙江,汽车配件,主板,19940110,20260508,17.68,2.7907,3128763493.0,58615537290.0,58597687474.0,586.1553729,585.97687474,2.13,56.6018,6.6769
000560,我爱我家,云南,房产服务,主板,19940202,20260508,3.14,2.2801,458407851.0,7396272672.0,7342689649.0,73.96272672,73.42689649,1.49,,0.7969
000561,烽火电子,陕西,通信设备,主板,19940509,20260508,9.9,2.4845,145770949.0,8553780556.0,7684848864.0,85.53780556,76.84848864,1.44,,2.9436
000563,陕国投Ａ,陕西,多元金融,主板,19940110,20260508,3.25,0.0,113830950.0,16620403664.0,16620403664.0,166.20403664,166.20403664,0.81,11.6018,0.909
000564,供销大集,陕西,百货,主板,19940110,20260508,1.79,1.1299,464099483.0,32323933404.0,27019834350.0,323.23933404,270.1983435,0.97,,2.2315
000565,渝三峡Ａ,重庆,染料涂料,主板,19940408,20260508,8.14,2.7778,148236614.0,3529440671.0,3529440671.0,35.29440671,35.29440671,0.79,435.7141,2.7499
000566,海南海药,海南,化学制药,主板,19940525,20260508,5.05,2.0202,196797289.0,6551693885.999999,6548514947.0,65.51693886,65.48514947,1.35,,1473.138
000567,海德股份,海南,多元金融,主板,19940525,20260508,6.83,1.1852,357532811.0,13349864419.0,13308527059.0,133.49864419,133.08527059,0.62,34.6758,2.2162
000568,泸州老窖,四川,白酒,主板,19940509,20260508,97.53,-1.5346,672134636.0,143558499651.0,143491636399.0,1435.58499651,1434.91636399,0.59,13.2548,2.7822
000570,苏常柴Ａ,江苏,农用机械,主板,19940701,20260508,6.68,1.6743,148888649.0,4714025947.0,3712025947.0,47.14025947,37.12025947,0.87,92.7575,1.3347
000571,新大洲A,海南,煤炭开采,主板,19940525,20260508,5.48,1.4815,93313655.0,4598426920.0,4460676982.0,45.9842692,44.60676982,0.92,,304.9684
000572,海马汽车,海南,汽车整车,主板,19940808,20260508,5.67,1.0695,204737363.0,9325088535.0,9311574890.0,93.25088535,93.1157489,1.08,,5.9192
000573,粤宏远Ａ,广东,区域地产,主板,19940815,20260508,4.88,0.8264,135793485.0,3114809348.0,3088868317.0,31.14809348,30.88868317,0.94,45.3971,1.8997
000576,甘化科工,广东,电气设备,主板,19940907,20260508,9.02,2.3837,104872561.0,3936492290.0,3913013654.0,39.3649229,39.13013654,1.02,51.9615,2.3832
000581,威孚高科,江苏,汽车配件,主板,19980924,20260508,19.99,0.8069,274157229.0,19326046003.0,15870166927.0,193.26046003,158.70166927,1.06,18.0927,0.954
000582,北部湾港,广西,港口,主板,19951102,20260508,13.67,9.9759,1369663229.0,34408544842.0,29484115208.0,344.08544842,294.84115208,1.86,33.1481,1.6855
000586,汇源通信,四川,通信设备,主板,19951220,20260508,19.89,2.3148,632825735.0,3847521599.9999995,3802769099.9999995,38.475215999999996,38.027691,1.83,,12.0812
000589,贵州轮胎,贵州,汽车配件,主板,19960308,20260508,5.03,-0.1984,128127060.0,7819761255.0,7770448141.0,78.19761255,77.70448141,0.41,12.6122,0.8508
000590,古汉医药,湖南,中成药,主板,19960119,20260508,11.03,-0.0906,31017053.0,2641368075.0,2640124552.9999995,26.41368075,26.401245529999994,0.66,,4.8842
000591,太阳能,重庆,新型电力,主板,19960208,20260508,5.29,0.5703,523463695.0,20767484708.0,20760602292.0,207.67484708,207.60602292,1.04,25.2446,0.8645
000592,平潭发展,福建,林业,主板,19960327,20260508,11.44,0.8818,2933287178.0,22099573404.0,21908657617.0,220.99573404,219.08657617,1.48,,12.4715
000593,德龙汇能,四川,供气供热,主板,19960312,20260508,26.29,2.1368,1246128225.0,9428409227.0,9424522513.0,94.28409227,94.24522513,0.77,463.6203,10.6623
000595,*ST宝实,宁夏,新型电力,主板,19960419,20260508,6.84,2.8571,150849223.0,7788409543.0,7788409543.0,77.88409543,77.88409543,1.83,93.4749,16.0906
000596,古井贡酒,安徽,白酒,主板,19960927,20260508,106.36,-1.7187,259344494.0,56221896000.0,43458696000.0,562.21896,434.58696,0.87,15.8411,2.1521
000597,东北制药,辽宁,化学制药,主板,19960523,20260508,4.96,0.6085,58280285.0,7078357794.0,6989501736.0,70.78357794,69.89501736,0.95,27.2171,1.2741
000598,兴蓉环境,四川,水务,主板,19960529,20260508,6.74,-0.1481,151512965.0,20112218780.0,20079994840.0,201.1221878,200.7999484,0.69,10.031,0.9931
000599,青岛双星,山东,汽车配件,主板,19960430,20260508,5.92,1.7182,130509553.0,13433664450.0,4835113303.0,134.3366445,48.35113303,0.7,,1.3156
000600,建投能源,河北,火力发电,主板,19960606,20260508,9.93,-0.7,474458704.0,17906117354.0,10824205199.0,179.06117354,108.24205199,0.85,9.532,1.4349
000601,韶能股份,广东,水力发电,主板,19960830,20260508,7.26,0.9736,847731077.0,7727132532.0,7620230484.0,77.27132532,76.20230484,1.3,72.1073,1.8694
000603,盛达资源,北京,铅锌,主板,19960823,20260508,40.17,3.1322,1318042306.0,27716068629.0,26781996141.0,277.16068629,267.81996141,1.48,52.0533,7.7528
000605,渤海股份,北京,水务,主板,19960913,20260508,7.22,0.6974,31823513.0,2546195092.0,2546195092.0,25.46195092,25.46195092,0.6,298.631,1.1874
000607,华媒控股,浙江,广告包装,主板,19960830,20260508,4.17,0.0,47922945.0,4243802370.0,3690589461.0,42.4380237,36.90589461,0.77,,3.5702
000608,*ST阳光,广西,区域地产,主板,19960919,20260508,3.88,1.8373,44901770.0,2909663639.0,2892258929.0,29.09663639,28.92258929,0.74,,1.4169
